trackId;turn1;turn2;turn3;turn4;turn5;turn6;turn7;turn8;turn9;turn10;turn11;turn12;turn13;turn14;turn15;turn16;turn17;turn18;turn19;turn20;turn21;turn22;turn23;turn24;turn25;
192;0;500;820;1200;1550;1950;2200;3600;3850;3900;3940;4050
163;0;500;850;1070;1230;1450;1900;2450;2550;2800;3160;3400;4200;4550;4750;5000;5600;6000;6400;6700
18;0;800;1000;1200;1800;2400;2700;3000;3300;3600;4000;4700;5200;5560
268;0;700;850;1000;1100;1200;1500;1750;1950;2600;4000;4100;4300;6000;6100;6300;7600;8000;8700;9400;9700;9950;10500;11200;11600;11800;12000;12300;12600;13000;13200;13300;13350
